com_num,name,sic_code
03619486,201 BISHOPSGATE LIMITED,41100
15140471,201 BR LTD,68100
02372994,201 BRECKNOCK ROAD MANAGEMENT COMPANY LIMITED,68320
06702478,201 BROCKLEY RISE LIMITED,98000
02494169,201 CATHEDRAL ROAD (CARDIFF) MANAGEMENT LIMITED,74990
02494169,201 CATHEDRAL ROAD (CARDIFF) MANAGEMENT LIMITED,98000
10879761,201 DANCE COMPANY LTD,90010
10172963,201 GLOUCESTER PLACE LTD,98000
16189840,201 HONOR OAK ROAD RTM COMPANY LTD,98000
16189840,201 HONOR OAK ROAD RTM COMPANY LTD,99999
11155491,201 LODGE AVENUE (FREEHOLD) LIMITED,68100
03073299,201 OLD CHRISTCHURCH ROAD LIMITED,68209
12563274,201 PROPERTIES LTD,68209
16968284,201 REPLINGHAM ROAD (SW18) RTM COMPANY LIMITED,98000
04761458,201 SANDGATE ROAD LIMITED,98000
12531976,201 STUDIO LTD,96090
05847555,201 UPPER GROSVENOR ROAD MANAGEMENT COMPANY LIMITED,98000
04041094,201 UXBRIDGE ROAD MANAGEMENT COMPANY LIMITED,98000
12246637,201 WADHAM ROAD MANAGEMENT COMPANY LIMITED,98000
02075569,201 WOODSIDE GREEN RESIDENTS ASSOCIATION LIMITED,98000
09918151,201-203 BROMLEY ROAD RTM COMPANY LIMITED,98000
11358252,201-203 SOUTHEND ARTERIAL ROAD RTM COMPANY LTD,98000
05179475,201-203 STOKE NEWINGTON CHURCH STREET LIMITED,98000
03278820,201-211 CAMBERWELL GROVE MANAGEMENT LIMITED,98000
04593728,201/203 UPPER RICHMOND ROAD RESIDENTS COMPANY LIMITED,98000
14735208,2010 CONSULTING LTD,70229
07226971,2010 DECONSTRUCTION LIMITED,99999
07229695,2010 DECONSTRUCTION RECORDS LIMITED,99999
SC381746,2010 DISTRIBUTION LTD,49410
07344489,2010 INVESTMENTS LIMITED,68209
11567410,2010 LTD,47910
11567410,2010 LTD,70229
07097405,2010 PRODUCTIONS LTD,49410
07097405,2010 PRODUCTIONS LTD,96090
06838465,2010 VISION LIMITED,59120
07695622,2010NINE INDIAN MANAGEMENT LIMITED,61900
07695622,2010NINE INDIAN MANAGEMENT LIMITED,70229
16109873,20111 LTD,68100
16109873,20111 LTD,68201
